name,id,type,highway,name_en,coordinates
Πλάτωνος,31533151,way,residential,Πλάτωνος,"[{'lat': 37.5042071, 'lon': 22.3940594}, {'lat': 37.5048173, 'lon': 22.3943177}, {'lat': 37.5054089, 'lon': 22.3945683}, {'lat': 37.5059785, 'lon': 22.3948096}]"
Πλαπούτα,102253657,way,residential,Πλαπούτα,"[{'lat': 37.511157, 'lon': 22.3716508}, {'lat': 37.5112492, 'lon': 22.3714867}, {'lat': 37.5113749, 'lon': 22.3712543}, {'lat': 37.5115236, 'lon': 22.3709859}, {'lat': 37.511645, 'lon': 22.3707658}, {'lat': 37.5119163, 'lon': 22.3702905}, {'lat': 37.5122054, 'lon': 22.3697364}, {'lat': 37.5122449, 'lon': 22.3696654}, {'lat': 37.5126759, 'lon': 22.3688895}]"
Πλαταιών,782532938,way,residential,Πλαταιών,"[{'lat': 37.5192088, 'lon': 22.3825023}, {'lat': 37.5191378, 'lon': 22.3826011}, {'lat': 37.5190935, 'lon': 22.3826647}, {'lat': 37.5189201, 'lon': 22.3829071}, {'lat': 37.5188629, 'lon': 22.3829902}, {'lat': 37.5188204, 'lon': 22.3830692}, {'lat': 37.5187731, 'lon': 22.3831733}, {'lat': 37.5186194, 'lon': 22.383523}, {'lat': 37.5185552, 'lon': 22.3836606}, {'lat': 37.5184609, 'lon': 22.3838521}, {'lat': 37.5181848, 'lon': 22.3844073}, {'lat': 37.5181112, 'lon': 22.384555}, {'lat': 37.5205226, 'lon': 22.3803427}, {'lat': 37.5202278, 'lon': 22.3809864}, {'lat': 37.5199664, 'lon': 22.3815744}, {'lat': 37.5198327, 'lon': 22.3818469}, {'lat': 37.5197702, 'lon': 22.381975}, {'lat': 37.5197314, 'lon': 22.3820432}, {'lat': 37.5196915, 'lon': 22.3820928}, {'lat': 37.5195972, 'lon': 22.3821684}, {'lat': 37.5193954, 'lon': 22.3823382}, {'lat': 37.5193101, 'lon': 22.3824136}, {'lat': 37.5192539, 'lon': 22.3824616}, {'lat': 37.5192088, 'lon': 22.3825023}]"
Πλατεία Αγίου Δημητρίου,824791394,way,residential,Πλατεία Αγίου Δημητρίου,"[{'lat': 37.5083258, 'lon': 22.3728123}, {'lat': 37.5083368, 'lon': 22.3727717}, {'lat': 37.5083041, 'lon': 22.3725762}, {'lat': 37.5082477, 'lon': 22.3722835}, {'lat': 37.5079141, 'lon': 22.3729411}, {'lat': 37.5079615, 'lon': 22.3729556}, {'lat': 37.5081219, 'lon': 22.3729037}, {'lat': 37.5082988, 'lon': 22.3728464}, {'lat': 37.5083258, 'lon': 22.3728123}, {'lat': 37.5078162, 'lon': 22.3724358}, {'lat': 37.5078002, 'lon': 22.3724962}, {'lat': 37.5078403, 'lon': 22.3727904}, {'lat': 37.5078631, 'lon': 22.3728646}, {'lat': 37.507879, 'lon': 22.3729089}, {'lat': 37.5079141, 'lon': 22.3729411}, {'lat': 37.5082477, 'lon': 22.3722835}, {'lat': 37.5080018, 'lon': 22.3723505}, {'lat': 37.5079492, 'lon': 22.3723617}, {'lat': 37.5078642, 'lon': 22.3724}, {'lat': 37.5078162, 'lon': 22.3724358}]"
Πλατεία Βαλτετσίου,377094586,way,residential,Πλατεία Βαλτετσίου,"[{'lat': 37.50799, 'lon': 22.3704546}, {'lat': 37.5081604, 'lon': 22.3701408}, {'lat': 37.5081604, 'lon': 22.370114}, {'lat': 37.5081434, 'lon': 22.3700899}, {'lat': 37.5080157, 'lon': 22.3699692}, {'lat': 37.5078886, 'lon': 22.3698599}, {'lat': 37.5078668, 'lon': 22.3698425}, {'lat': 37.5078396, 'lon': 22.3698565}, {'lat': 37.5077982, 'lon': 22.3698995}, {'lat': 37.5076411, 'lon': 22.3701323}]"
Πλατεία Εθνάρχου Μακαρίου,54438092,way,secondary,Πλατεία Εθνάρχου Μακαρίου,"[{'lat': 37.5115624, 'lon': 22.3701923}, {'lat': 37.5115842, 'lon': 22.3701884}, {'lat': 37.5116054, 'lon': 22.3701807}, {'lat': 37.5116256, 'lon': 22.3701693}, {'lat': 37.5116443, 'lon': 22.3701546}, {'lat': 37.5116612, 'lon': 22.3701366}, {'lat': 37.5116759, 'lon': 22.3701159}, {'lat': 37.5116825, 'lon': 22.3701036}, {'lat': 37.5116876, 'lon': 22.3700941}, {'lat': 37.5116969, 'lon': 22.3700705}, {'lat': 37.5117037, 'lon': 22.3700455}, {'lat': 37.5117078, 'lon': 22.3700197}, {'lat': 37.5117091, 'lon': 22.3699934}, {'lat': 37.5117077, 'lon': 22.3699671}, {'lat': 37.5117035, 'lon': 22.3699412}, {'lat': 37.5116966, 'lon': 22.3699163}, {'lat': 37.5116872, 'lon': 22.3698928}, {'lat': 37.5116754, 'lon': 22.369871}, {'lat': 37.5116612, 'lon': 22.369851}, {'lat': 37.511645, 'lon': 22.3698337}, {'lat': 37.511627, 'lon': 22.3698192}, {'lat': 37.5116077, 'lon': 22.369808}, {'lat': 37.5115873, 'lon': 22.3698001}, {'lat': 37.5115663, 'lon': 22.3697957}, {'lat': 37.511545, 'lon': 22.369795}, {'lat': 37.5115239, 'lon': 22.3697979}, {'lat': 37.5115032, 'lon': 22.3698043}, {'lat': 37.5114834, 'lon': 22.3698142}, {'lat': 37.5114649, 'lon': 22.3698273}, {'lat': 37.5114479, 'lon': 22.3698435}, {'lat': 37.5114328, 'lon': 22.3698624}, {'lat': 37.5114198, 'lon': 22.3698837}, {'lat': 37.5114131, 'lon': 22.3698985}, {'lat': 37.5114093, 'lon': 22.369907}, {'lat': 37.5114045, 'lon': 22.3699217}, {'lat': 37.5114016, 'lon': 22.3699307}, {'lat': 37.5113964, 'lon': 22.3699554}, {'lat': 37.5113938, 'lon': 22.3699808}, {'lat': 37.5113938, 'lon': 22.3700064}, {'lat': 37.5113964, 'lon': 22.3700318}, {'lat': 37.5114015, 'lon': 22.3700565}, {'lat': 37.5114091, 'lon': 22.3700802}, {'lat': 37.5114191, 'lon': 22.3701025}, {'lat': 37.5114313, 'lon': 22.370123}, {'lat': 37.5114454, 'lon': 22.3701414}, {'lat': 37.5114529, 'lon': 22.3701489}, {'lat': 37.5114613, 'lon': 22.3701573}, {'lat': 37.5114787, 'lon': 22.3701705}, {'lat': 37.5114972, 'lon': 22.3701808}, {'lat': 37.5115185, 'lon': 22.3701884}, {'lat': 37.5115403, 'lon': 22.3701923}, {'lat': 37.5115624, 'lon': 22.3701923}]"
Πλατεία Μπασιάκου,265000864,way,tertiary,Πλατεία Μπασιάκου,"[{'lat': 37.5142294, 'lon': 22.3807222}, {'lat': 37.5141692, 'lon': 22.380791}, {'lat': 37.5140976, 'lon': 22.3808849}, {'lat': 37.5140238, 'lon': 22.380989}, {'lat': 37.5139703, 'lon': 22.3810731}, {'lat': 37.5139186, 'lon': 22.3811704}, {'lat': 37.5138443, 'lon': 22.3813483}]"
Πλουτάρχου,264999959,way,residential,Πλουτάρχου,"[{'lat': 37.5234937, 'lon': 22.3800181}, {'lat': 37.523278, 'lon': 22.3806725}, {'lat': 37.5227616, 'lon': 22.3803749}, {'lat': 37.522391, 'lon': 22.3801567}, {'lat': 37.5219498, 'lon': 22.37993}, {'lat': 37.5218089, 'lon': 22.3798572}]"
Πολυβίου,229515340,way,residential,Πολυβίου,"[{'lat': 37.5048863, 'lon': 22.3772117}, {'lat': 37.5051101, 'lon': 22.3766335}, {'lat': 37.5052742, 'lon': 22.376194}, {'lat': 37.5052607, 'lon': 22.3761251}, {'lat': 37.5052254, 'lon': 22.3760699}]"
Πραξιτέλους,153934645,way,residential,Πραξιτέλους,"[{'lat': 37.5203123, 'lon': 22.3791182}, {'lat': 37.5199903, 'lon': 22.379019}, {'lat': 37.5199821, 'lon': 22.3790178}, {'lat': 37.5199601, 'lon': 22.3790169}, {'lat': 37.5199477, 'lon': 22.3790173}, {'lat': 37.519938, 'lon': 22.37902}]"
Προκοπέα Άρη,153934634,way,residential,Προκοπέα Άρη,"[{'lat': 37.5206389, 'lon': 22.3789225}, {'lat': 37.5207531, 'lon': 22.3789487}, {'lat': 37.5208232, 'lon': 22.3789756}, {'lat': 37.5209585, 'lon': 22.3790407}, {'lat': 37.5211266, 'lon': 22.3791262}, {'lat': 37.5218387, 'lon': 22.3795091}, {'lat': 37.5218387, 'lon': 22.3795091}, {'lat': 37.5219022, 'lon': 22.37954}]"
Προύτζου,377705314,way,residential,Προύτζου,"[{'lat': 37.5062803, 'lon': 22.3668747}, {'lat': 37.5063094, 'lon': 22.3668985}, {'lat': 37.506344, 'lon': 22.3669333}, {'lat': 37.5063821, 'lon': 22.366978}, {'lat': 37.506415, 'lon': 22.3670224}, {'lat': 37.5064297, 'lon': 22.3670457}, {'lat': 37.5064437, 'lon': 22.3670707}, {'lat': 37.5064539, 'lon': 22.3670928}, {'lat': 37.5064626, 'lon': 22.3671147}, {'lat': 37.5064717, 'lon': 22.3671385}, {'lat': 37.5064777, 'lon': 22.3671593}, {'lat': 37.5064896, 'lon': 22.3672107}, {'lat': 37.506503, 'lon': 22.3672834}, {'lat': 37.5065209, 'lon': 22.3673852}, {'lat': 37.5065292, 'lon': 22.3674376}, {'lat': 37.5065339, 'lon': 22.3674915}, {'lat': 37.5064485, 'lon': 22.3681921}, {'lat': 37.5064444, 'lon': 22.3682667}, {'lat': 37.5064465, 'lon': 22.3683109}, {'lat': 37.5064529, 'lon': 22.3683753}, {'lat': 37.5064678, 'lon': 22.3684759}, {'lat': 37.5064859, 'lon': 22.3685309}, {'lat': 37.5064965, 'lon': 22.3685724}, {'lat': 37.5065018, 'lon': 22.3686462}, {'lat': 37.5064891, 'lon': 22.3687709}, {'lat': 37.5064747, 'lon': 22.3688997}, {'lat': 37.5064277, 'lon': 22.3690342}, {'lat': 37.5061989, 'lon': 22.3668341}, {'lat': 37.5062803, 'lon': 22.3668747}, {'lat': 37.5066162, 'lon': 22.3675404}, {'lat': 37.5066194, 'lon': 22.3676383}, {'lat': 37.5066194, 'lon': 22.3677557}, {'lat': 37.5066129, 'lon': 22.3678973}, {'lat': 37.5066045, 'lon': 22.3679991}, {'lat': 37.5065768, 'lon': 22.3681037}, {'lat': 37.506535, 'lon': 22.368234}]"
Πυθίας,376362115,way,residential,Πυθίας,"[{'lat': 37.5171764, 'lon': 22.3781541}, {'lat': 37.5176675, 'lon': 22.3780767}, {'lat': 37.5179048, 'lon': 22.3780393}, {'lat': 37.5180403, 'lon': 22.3780051}]"
Πυθαγόρα,377457177,way,residential,Πυθαγόρα,"[{'lat': 37.5114375, 'lon': 22.3645967}, {'lat': 37.5114466, 'lon': 22.3647375}, {'lat': 37.5114545, 'lon': 22.3648207}, {'lat': 37.5114721, 'lon': 22.3649206}, {'lat': 37.5114939, 'lon': 22.3650004}, {'lat': 37.5115216, 'lon': 22.3650782}, {'lat': 37.5115397, 'lon': 22.3651265}, {'lat': 37.5115545, 'lon': 22.3651654}, {'lat': 37.5115705, 'lon': 22.3651922}, {'lat': 37.511587, 'lon': 22.365217}, {'lat': 37.5116115, 'lon': 22.3652478}, {'lat': 37.5116349, 'lon': 22.365272}, {'lat': 37.5117089, 'lon': 22.3653611}, {'lat': 37.5117168, 'lon': 22.3653714}, {'lat': 37.5117241, 'lon': 22.3653826}, {'lat': 37.5117297, 'lon': 22.3653921}, {'lat': 37.5117351, 'lon': 22.3654022}, {'lat': 37.5117395, 'lon': 22.3654121}, {'lat': 37.5117435, 'lon': 22.3654226}, {'lat': 37.5117484, 'lon': 22.3654365}, {'lat': 37.5117534, 'lon': 22.3654522}, {'lat': 37.5117581, 'lon': 22.3654709}, {'lat': 37.5117627, 'lon': 22.365492}, {'lat': 37.5117654, 'lon': 22.3655099}, {'lat': 37.5117667, 'lon': 22.3655293}, {'lat': 37.5117667, 'lon': 22.3655494}, {'lat': 37.5117658, 'lon': 22.3655662}, {'lat': 37.5117639, 'lon': 22.3655838}]"
Πύρλα,376655931,way,residential,Πύρλα,"[{'lat': 37.5062982, 'lon': 22.3703489}, {'lat': 37.506619, 'lon': 22.3706352}, {'lat': 37.5067209, 'lon': 22.3707316}, {'lat': 37.5067209, 'lon': 22.3707316}, {'lat': 37.5069715, 'lon': 22.3709817}, {'lat': 37.5072333, 'lon': 22.371232}, {'lat': 37.5075384, 'lon': 22.3715128}]"
Ρήγα Παλαμήδου,371542631,way,pedestrian,Ρήγα Παλαμήδου,"[{'lat': 37.5106145, 'lon': 22.3744721}, {'lat': 37.5103527, 'lon': 22.3745299}]"
Ρήγα Φεραίου,102253616,way,residential,Ρήγα Φεραίου,"[{'lat': 37.5145176, 'lon': 22.3815162}, {'lat': 37.514598, 'lon': 22.3815416}, {'lat': 37.5146672, 'lon': 22.3815697}, {'lat': 37.5147789, 'lon': 22.3816314}, {'lat': 37.5149012, 'lon': 22.3817186}, {'lat': 37.5149959, 'lon': 22.3817696}, {'lat': 37.5150703, 'lon': 22.3818152}, {'lat': 37.5151661, 'lon': 22.3818594}, {'lat': 37.515248, 'lon': 22.3818943}, {'lat': 37.5153084, 'lon': 22.3819274}, {'lat': 37.5154094, 'lon': 22.3819848}, {'lat': 37.5154671, 'lon': 22.3820159}, {'lat': 37.5155217, 'lon': 22.3820451}, {'lat': 37.5155511, 'lon': 22.3820631}, {'lat': 37.5155753, 'lon': 22.3820786}, {'lat': 37.5156371, 'lon': 22.3821212}, {'lat': 37.5166588, 'lon': 22.3828434}, {'lat': 37.5166983, 'lon': 22.3828714}, {'lat': 37.5167757, 'lon': 22.3829262}, {'lat': 37.5118361, 'lon': 22.3778955}, {'lat': 37.5118639, 'lon': 22.3779694}, {'lat': 37.5118926, 'lon': 22.3780778}, {'lat': 37.5119207, 'lon': 22.3781442}, {'lat': 37.5120023, 'lon': 22.3781889}, {'lat': 37.5121161, 'lon': 22.3782622}, {'lat': 37.5123786, 'lon': 22.3784364}, {'lat': 37.5124824, 'lon': 22.3785096}, {'lat': 37.5125698, 'lon': 22.3785794}, {'lat': 37.5126697, 'lon': 22.3786601}, {'lat': 37.5127658, 'lon': 22.3787456}, {'lat': 37.5128653, 'lon': 22.3788541}, {'lat': 37.5130181, 'lon': 22.3790067}, {'lat': 37.5131193, 'lon': 22.3791146}, {'lat': 37.5131953, 'lon': 22.3792037}, {'lat': 37.5132774, 'lon': 22.3793052}, {'lat': 37.5134101, 'lon': 22.3794802}, {'lat': 37.5136694, 'lon': 22.3798102}, {'lat': 37.5136934, 'lon': 22.3798599}, {'lat': 37.5138544, 'lon': 22.3800875}, {'lat': 37.5141535, 'lon': 22.380493}, {'lat': 37.5142292, 'lon': 22.3805822}, {'lat': 37.5167757, 'lon': 22.3829262}, {'lat': 37.5168569, 'lon': 22.3829784}, {'lat': 37.516877, 'lon': 22.3829958}, {'lat': 37.5169263, 'lon': 22.3830399}, {'lat': 37.5169414, 'lon': 22.3830545}, {'lat': 37.5169749, 'lon': 22.383087}, {'lat': 37.5170273, 'lon': 22.3831471}, {'lat': 37.5170721, 'lon': 22.3832029}, {'lat': 37.5171251, 'lon': 22.3832712}, {'lat': 37.517238, 'lon': 22.3834178}, {'lat': 37.5174618, 'lon': 22.3837134}, {'lat': 37.5175729, 'lon': 22.3838614}, {'lat': 37.5178899, 'lon': 22.3842732}, {'lat': 37.5181112, 'lon': 22.384555}, {'lat': 37.5182014, 'lon': 22.3846792}, {'lat': 37.5182653, 'lon': 22.3847648}, {'lat': 37.5183162, 'lon': 22.3848245}, {'lat': 37.5183999, 'lon': 22.384922}, {'lat': 37.5184605, 'lon': 22.3849738}, {'lat': 37.5185176, 'lon': 22.3850149}, {'lat': 37.5186559, 'lon': 22.3851167}, {'lat': 37.5189819, 'lon': 22.385367}, {'lat': 37.5193274, 'lon': 22.3856427}, {'lat': 37.5195178, 'lon': 22.3857795}, {'lat': 37.5196943, 'lon': 22.3858961}, {'lat': 37.5200571, 'lon': 22.3862059}, {'lat': 37.5205293, 'lon': 22.3866338}, {'lat': 37.5206793, 'lon': 22.3867518}, {'lat': 37.5208393, 'lon': 22.3868223}, {'lat': 37.5142292, 'lon': 22.3805822}, {'lat': 37.5142294, 'lon': 22.3807222}, {'lat': 37.5142441, 'lon': 22.3808765}, {'lat': 37.5142896, 'lon': 22.3810686}, {'lat': 37.5143537, 'lon': 22.3812429}, {'lat': 37.5143906, 'lon': 22.3813279}, {'lat': 37.5144456, 'lon': 22.381421}, {'lat': 37.5145176, 'lon': 22.3815162}]"
Ραγκαβή,102253662,way,tertiary,Ραγκαβή,"[{'lat': 37.5096336, 'lon': 22.3814203}, {'lat': 37.5097687, 'lon': 22.3814462}, {'lat': 37.5100087, 'lon': 22.3815042}, {'lat': 37.5103735, 'lon': 22.3815709}, {'lat': 37.5107589, 'lon': 22.381651}, {'lat': 37.5112379, 'lon': 22.3817483}, {'lat': 37.5116834, 'lon': 22.3818386}, {'lat': 37.5121769, 'lon': 22.3819466}, {'lat': 37.5126555, 'lon': 22.3820616}, {'lat': 37.5127845, 'lon': 22.3820933}, {'lat': 37.5128248, 'lon': 22.3821033}, {'lat': 37.5128631, 'lon': 22.3821139}, {'lat': 37.5128966, 'lon': 22.382126}]"
Ρεβελιώτου Θ.,991663090,way,residential,Ρεβελιώτου Θ.,"[{'lat': 37.5028704, 'lon': 22.3633178}, {'lat': 37.5030705, 'lon': 22.3630386}, {'lat': 37.5032678, 'lon': 22.3627834}, {'lat': 37.5036084, 'lon': 22.3623407}]"
Ρηγοπούλου,265000880,way,residential,Ρηγοπούλου,"[{'lat': 37.5178874, 'lon': 22.3851273}, {'lat': 37.5171489, 'lon': 22.3844043}, {'lat': 37.5165536, 'lon': 22.3838372}, {'lat': 37.5161907, 'lon': 22.3834813}]"
Ριζιώτη Λάμπρου,376637686,way,residential,Ριζιώτη Λάμπρου,"[{'lat': 37.5062837, 'lon': 22.3742064}, {'lat': 37.5063093, 'lon': 22.3742289}, {'lat': 37.506338, 'lon': 22.3742487}, {'lat': 37.5063832, 'lon': 22.3742722}, {'lat': 37.5064578, 'lon': 22.3743005}, {'lat': 37.5054693, 'lon': 22.3743626}, {'lat': 37.5055992, 'lon': 22.374333}, {'lat': 37.5056954, 'lon': 22.3743278}, {'lat': 37.5058034, 'lon': 22.3743211}, {'lat': 37.5058763, 'lon': 22.3743097}, {'lat': 37.5059534, 'lon': 22.3742956}, {'lat': 37.5060337, 'lon': 22.3742721}, {'lat': 37.5061513, 'lon': 22.3742332}, {'lat': 37.5062268, 'lon': 22.3742118}, {'lat': 37.5062837, 'lon': 22.3742064}]"
Σέκερη,102253601,way,residential,Σέκερη,"[{'lat': 37.5133407, 'lon': 22.3712017}, {'lat': 37.5136008, 'lon': 22.3704954}, {'lat': 37.5138481, 'lon': 22.3699424}, {'lat': 37.5139045, 'lon': 22.3698513}, {'lat': 37.5142026, 'lon': 22.3693841}, {'lat': 37.5145406, 'lon': 22.368836}, {'lat': 37.5146589, 'lon': 22.3685894}, {'lat': 37.5149469, 'lon': 22.3681681}, {'lat': 37.515216, 'lon': 22.3677495}]"
Σαλαμίνος,376650921,way,residential,Σαλαμίνος,"[{'lat': 37.5056268, 'lon': 22.3687434}, {'lat': 37.5056039, 'lon': 22.3686643}, {'lat': 37.5055874, 'lon': 22.3686073}, {'lat': 37.5055624, 'lon': 22.3685443}, {'lat': 37.505963, 'lon': 22.3690183}, {'lat': 37.5058332, 'lon': 22.3689714}, {'lat': 37.505697, 'lon': 22.3689017}, {'lat': 37.5056672, 'lon': 22.3688614}, {'lat': 37.5056545, 'lon': 22.3688252}, {'lat': 37.5056268, 'lon': 22.3687434}]"
Σαρανταπόρου,102253625,way,residential,Σαρανταπόρου,"[{'lat': 37.51222, 'lon': 22.3830432}, {'lat': 37.5123609, 'lon': 22.3830431}, {'lat': 37.5128515, 'lon': 22.3830167}, {'lat': 37.5135048, 'lon': 22.3829887}, {'lat': 37.5138371, 'lon': 22.3829688}, {'lat': 37.5141433, 'lon': 22.3829507}, {'lat': 37.5142842, 'lon': 22.3829359}, {'lat': 37.5145298, 'lon': 22.3829148}, {'lat': 37.5148238, 'lon': 22.3828973}]"
Σαχτούρη,229519514,way,residential,Σαχτούρη,"[{'lat': 37.5079591, 'lon': 22.380779}, {'lat': 37.5079758, 'lon': 22.3807296}, {'lat': 37.5080048, 'lon': 22.3806651}, {'lat': 37.5080822, 'lon': 22.3805261}, {'lat': 37.5083119, 'lon': 22.3801572}, {'lat': 37.5086554, 'lon': 22.3795778}, {'lat': 37.5087749, 'lon': 22.3793724}]"
Σγουρομάλλη,377437720,way,residential,Σγουρομάλλη,"[{'lat': 37.5109524, 'lon': 22.3681232}, {'lat': 37.511073, 'lon': 22.3676439}]"
Σεραγίου,384981952,way,tertiary,Σεραγίου,"[{'lat': 37.5119121, 'lon': 22.3778995}, {'lat': 37.5120163, 'lon': 22.3778904}, {'lat': 37.5122306, 'lon': 22.3778737}, {'lat': 37.5124062, 'lon': 22.3778543}, {'lat': 37.5127693, 'lon': 22.3778126}, {'lat': 37.51315, 'lon': 22.3777593}, {'lat': 37.5132326, 'lon': 22.3777514}, {'lat': 37.513322, 'lon': 22.3777442}, {'lat': 37.5133804, 'lon': 22.3777424}, {'lat': 37.513394, 'lon': 22.3777437}, {'lat': 37.51341, 'lon': 22.3777472}, {'lat': 37.5134338, 'lon': 22.3777578}, {'lat': 37.5134338, 'lon': 22.3777578}, {'lat': 37.5135181, 'lon': 22.3777966}, {'lat': 37.5139335, 'lon': 22.3779892}, {'lat': 37.5143404, 'lon': 22.3781717}, {'lat': 37.514432, 'lon': 22.378215}, {'lat': 37.5149978, 'lon': 22.378458}, {'lat': 37.5153108, 'lon': 22.3786042}, {'lat': 37.5155193, 'lon': 22.3786999}, {'lat': 37.515562, 'lon': 22.3787194}]"
Σιατίστεως,377304125,way,residential,Σιατίστεως,"[{'lat': 37.5102282, 'lon': 22.375328}, {'lat': 37.5095864, 'lon': 22.3753637}]"
Σκοπή - Νεστάνη,27414826,way,tertiary,Σκοπή - Νεστάνη,"[{'lat': 37.5590993, 'lon': 22.4026422}, {'lat': 37.5591987, 'lon': 22.4027942}, {'lat': 37.5593401, 'lon': 22.4029538}, {'lat': 37.5596155, 'lon': 22.4032306}, {'lat': 37.5598971, 'lon': 22.4034962}, {'lat': 37.5600176, 'lon': 22.4035898}, {'lat': 37.5601083, 'lon': 22.4036543}, {'lat': 37.5601962, 'lon': 22.4037062}, {'lat': 37.560461, 'lon': 22.4038361}, {'lat': 37.5609964, 'lon': 22.404061}, {'lat': 37.561953, 'lon': 22.4044775}, {'lat': 37.5626426, 'lon': 22.4047867}, {'lat': 37.5629569, 'lon': 22.4049154}, {'lat': 37.5631695, 'lon': 22.4050087}, {'lat': 37.563272, 'lon': 22.4050587}, {'lat': 37.5633602, 'lon': 22.4051066}, {'lat': 37.5634502, 'lon': 22.4051544}, {'lat': 37.5635309, 'lon': 22.4052093}, {'lat': 37.5637697, 'lon': 22.4054032}, {'lat': 37.5640841, 'lon': 22.4057058}, {'lat': 37.5644891, 'lon': 22.4060875}, {'lat': 37.5646852, 'lon': 22.406258}, {'lat': 37.5649777, 'lon': 22.4064933}, {'lat': 37.5652329, 'lon': 22.4066546}, {'lat': 37.5654288, 'lon': 22.406769}, {'lat': 37.5656561, 'lon': 22.4068782}, {'lat': 37.5661585, 'lon': 22.4071354}, {'lat': 37.5662676, 'lon': 22.4072097}, {'lat': 37.5576664, 'lon': 22.4007717}, {'lat': 37.5576432, 'lon': 22.4006626}, {'lat': 37.5576114, 'lon': 22.4005088}, {'lat': 37.5574789, 'lon': 22.3998219}, {'lat': 37.5573301, 'lon': 22.3991641}, {'lat': 37.5571876, 'lon': 22.3984981}, {'lat': 37.5571472, 'lon': 22.398317}, {'lat': 37.5571472, 'lon': 22.3981628}, {'lat': 37.5572084, 'lon': 22.3973623}, {'lat': 37.557209, 'lon': 22.3973287}, {'lat': 37.5572228, 'lon': 22.3962756}, {'lat': 37.5571733, 'lon': 22.3958369}, {'lat': 37.5571047, 'lon': 22.3955079}, {'lat': 37.5570829, 'lon': 22.3952615}, {'lat': 37.5570739, 'lon': 22.3950712}, {'lat': 37.5571074, 'lon': 22.3945752}, {'lat': 37.5570904, 'lon': 22.3943878}, {'lat': 37.5570119, 'lon': 22.3938702}, {'lat': 37.5569402, 'lon': 22.3930523}, {'lat': 37.5569418, 'lon': 22.3927305}, {'lat': 37.5569488, 'lon': 22.3926385}, {'lat': 37.5569882, 'lon': 22.3923613}, {'lat': 37.5570022, 'lon': 22.3920867}, {'lat': 37.5570341, 'lon': 22.3917192}, {'lat': 37.557015, 'lon': 22.3915671}, {'lat': 37.5590993, 'lon': 22.4026422}, {'lat': 37.5590426, 'lon': 22.4025057}, {'lat': 37.5590001, 'lon': 22.4024319}, {'lat': 37.5588949, 'lon': 22.402288}, {'lat': 37.5586272, 'lon': 22.4019184}, {'lat': 37.558581, 'lon': 22.4018691}, {'lat': 37.55853, 'lon': 22.401834}, {'lat': 37.5582516, 'lon': 22.4016595}, {'lat': 37.5582017, 'lon': 22.4016166}, {'lat': 37.5580908, 'lon': 22.4014968}, {'lat': 37.5579317, 'lon': 22.4013122}, {'lat': 37.5578221, 'lon': 22.4011391}, {'lat': 37.5577647, 'lon': 22.4010091}, {'lat': 37.5576664, 'lon': 22.4007717}]"
Σκόπα,377765815,way,residential,Σκόπα,"[{'lat': 37.514546, 'lon': 22.3675743}, {'lat': 37.5144105, 'lon': 22.3678409}, {'lat': 37.5142878, 'lon': 22.3680911}, {'lat': 37.5142038, 'lon': 22.3682629}, {'lat': 37.5141893, 'lon': 22.3683065}, {'lat': 37.5141769, 'lon': 22.368361}, {'lat': 37.5141532, 'lon': 22.368514}, {'lat': 37.5141265, 'lon': 22.3687602}]"
Σοφίας,102253623,way,residential,Σοφίας,"[{'lat': 37.5058055, 'lon': 22.3757265}, {'lat': 37.5057289, 'lon': 22.3756072}, {'lat': 37.5054725, 'lon': 22.3751499}, {'lat': 37.5053012, 'lon': 22.3748548}, {'lat': 37.5051589, 'lon': 22.3746208}, {'lat': 37.5050661, 'lon': 22.3744396}, {'lat': 37.505013, 'lon': 22.3742767}, {'lat': 37.5049514, 'lon': 22.374055}, {'lat': 37.5049007, 'lon': 22.3738925}, {'lat': 37.5048672, 'lon': 22.3737431}, {'lat': 37.5048324, 'lon': 22.3735564}, {'lat': 37.5047985, 'lon': 22.3733548}, {'lat': 37.5047825, 'lon': 22.3732621}, {'lat': 37.5047767, 'lon': 22.3731744}, {'lat': 37.5047725, 'lon': 22.3730671}, {'lat': 37.5047725, 'lon': 22.3729679}, {'lat': 37.5047692, 'lon': 22.3728959}, {'lat': 37.5047692, 'lon': 22.3728959}, {'lat': 37.5047681, 'lon': 22.3728606}, {'lat': 37.5047658, 'lon': 22.3728254}, {'lat': 37.5047618, 'lon': 22.3727879}, {'lat': 37.5047542, 'lon': 22.3727476}, {'lat': 37.5047401, 'lon': 22.3726976}, {'lat': 37.5046669, 'lon': 22.3725133}, {'lat': 37.5045623, 'lon': 22.3722855}, {'lat': 37.5043404, 'lon': 22.3717718}, {'lat': 37.5042651, 'lon': 22.371598}]"
Σοφοκλέους,102253565,way,residential,Σοφοκλέους,"[{'lat': 37.5108357, 'lon': 22.3783958}, {'lat': 37.5107299, 'lon': 22.3796783}]"
Σοφοκλή Καρύδη,376238226,way,residential,Σοφοκλή Καρύδη,"[{'lat': 37.5120388, 'lon': 22.3761901}, {'lat': 37.5118599, 'lon': 22.3766009}, {'lat': 37.5118045, 'lon': 22.3767431}, {'lat': 37.5117535, 'lon': 22.3768826}, {'lat': 37.5117343, 'lon': 22.3769255}, {'lat': 37.5117035, 'lon': 22.3769711}, {'lat': 37.5116603, 'lon': 22.377017}, {'lat': 37.5114939, 'lon': 22.3771293}]"
