name,highway,coordinates
Unnamed Road,track,"[{""lat"": 37.5312355, ""lon"": 22.3913853}, {""lat"": 37.5312451, ""lon"": 22.3914175}, {""lat"": 37.5312579, ""lon"": 22.3914684}, {""lat"": 37.5312557, ""lon"": 22.3915985}, {""lat"": 37.5311941, ""lon"": 22.392599}]"
Unnamed Road,track,"[{""lat"": 37.5301252, ""lon"": 22.3911754}, {""lat"": 37.5301396, ""lon"": 22.391166}, {""lat"": 37.5301497, ""lon"": 22.391166}, {""lat"": 37.530164, ""lon"": 22.391168}, {""lat"": 37.5301768, ""lon"": 22.3911714}, {""lat"": 37.5302034, ""lon"": 22.3911835}, {""lat"": 37.5308335, ""lon"": 22.3912954}, {""lat"": 37.530975, ""lon"": 22.3913035}, {""lat"": 37.5311451, ""lon"": 22.3913182}, {""lat"": 37.5311802, ""lon"": 22.3913276}, {""lat"": 37.5312058, ""lon"": 22.3913464}, {""lat"": 37.5312355, ""lon"": 22.3913853}]"
Unnamed Road,service,"[{""lat"": 37.5414983, ""lon"": 22.3916414}, {""lat"": 37.5413532, ""lon"": 22.3919418}]"
Unnamed Road,service,"[{""lat"": 37.5354342, ""lon"": 22.3920633}, {""lat"": 37.5353877, ""lon"": 22.39267}, {""lat"": 37.5353834, ""lon"": 22.3927746}, {""lat"": 37.5353813, ""lon"": 22.3928604}, {""lat"": 37.535392, ""lon"": 22.3929462}, {""lat"": 37.5354175, ""lon"": 22.3929918}, {""lat"": 37.5354451, ""lon"": 22.393024}, {""lat"": 37.5354664, ""lon"": 22.3930723}, {""lat"": 37.5354749, ""lon"": 22.3931179}, {""lat"": 37.5354792, ""lon"": 22.3931554}]"
Unnamed Road,track,"[{""lat"": 37.5627219, ""lon"": 22.4143071}, {""lat"": 37.5626858, ""lon"": 22.4141908}, {""lat"": 37.5626603, ""lon"": 22.4140137}, {""lat"": 37.5626497, ""lon"": 22.4139306}, {""lat"": 37.5626199, ""lon"": 22.413826}, {""lat"": 37.5626008, ""lon"": 22.4137536}, {""lat"": 37.562588, ""lon"": 22.413657}, {""lat"": 37.5625859, ""lon"": 22.4135417}, {""lat"": 37.562571, ""lon"": 22.4133968}, {""lat"": 37.5625519, ""lon"": 22.4133137}, {""lat"": 37.5625221, ""lon"": 22.4132198}, {""lat"": 37.562469, ""lon"": 22.4130481}, {""lat"": 37.5624307, ""lon"": 22.412957}, {""lat"": 37.5623797, ""lon"": 22.4128175}, {""lat"": 37.5623584, ""lon"": 22.4127585}, {""lat"": 37.5623371, ""lon"": 22.4126914}, {""lat"": 37.562335, ""lon"": 22.4126404}, {""lat"": 37.5623244, ""lon"": 22.4125653}, {""lat"": 37.5622967, ""lon"": 22.4124715}, {""lat"": 37.562268, ""lon"": 22.4123132}, {""lat"": 37.5622959, ""lon"": 22.4121761}, {""lat"": 37.5622486, ""lon"": 22.4117178}, {""lat"": 37.5622544, ""lon"": 22.4116756}, {""lat"": 37.5622779, ""lon"": 22.411613}]"
Unnamed Road,track,"[{""lat"": 37.5592563, ""lon"": 22.4152368}, {""lat"": 37.5592414, ""lon"": 22.4151792}, {""lat"": 37.5591967, ""lon"": 22.4150719}, {""lat"": 37.5591319, ""lon"": 22.4149109}, {""lat"": 37.5590723, ""lon"": 22.4147151}, {""lat"": 37.5590362, ""lon"": 22.4146441}, {""lat"": 37.5589979, ""lon"": 22.4145851}, {""lat"": 37.5589777, ""lon"": 22.4145113}, {""lat"": 37.5589692, ""lon"": 22.4144295}, {""lat"": 37.5589724, ""lon"": 22.4143624}, {""lat"": 37.5589703, ""lon"": 22.4142632}, {""lat"": 37.5589565, ""lon"": 22.4141841}, {""lat"": 37.5589299, ""lon"": 22.4140848}, {""lat"": 37.5589097, ""lon"": 22.4139601}, {""lat"": 37.5588812, ""lon"": 22.4136876}, {""lat"": 37.5587786, ""lon"": 22.4128996}, {""lat"": 37.5587713, ""lon"": 22.4128437}, {""lat"": 37.5586981, ""lon"": 22.4121107}, {""lat"": 37.5586622, ""lon"": 22.4119884}, {""lat"": 37.5584961, ""lon"": 22.4115032}, {""lat"": 37.5584781, ""lon"": 22.4114522}, {""lat"": 37.5584674, ""lon"": 22.4113946}, {""lat"": 37.5583678, ""lon"": 22.4107778}, {""lat"": 37.5583631, ""lon"": 22.4107261}, {""lat"": 37.5583524, ""lon"": 22.4106422}]"
Unnamed Road,track,"[{""lat"": 37.5583524, ""lon"": 22.4106422}, {""lat"": 37.558291, ""lon"": 22.4106373}, {""lat"": 37.5582112, ""lon"": 22.4106453}, {""lat"": 37.5580881, ""lon"": 22.4106658}, {""lat"": 37.5578923, ""lon"": 22.4107002}, {""lat"": 37.557799, ""lon"": 22.4107234}, {""lat"": 37.5577193, ""lon"": 22.41077}, {""lat"": 37.5576463, ""lon"": 22.4108155}, {""lat"": 37.5576155, ""lon"": 22.4108357}, {""lat"": 37.5575866, ""lon"": 22.4108358}, {""lat"": 37.5575601, ""lon"": 22.4108077}, {""lat"": 37.5575491, ""lon"": 22.4107722}, {""lat"": 37.5575149, ""lon"": 22.4098297}]"
Unnamed Road,service,"[{""lat"": 37.5574083, ""lon"": 22.4005175}, {""lat"": 37.5573171, ""lon"": 22.4005598}, {""lat"": 37.5571853, ""lon"": 22.4006563}, {""lat"": 37.5570173, ""lon"": 22.4007636}, {""lat"": 37.5569599, ""lon"": 22.4008307}, {""lat"": 37.5569386, ""lon"": 22.4008709}, {""lat"": 37.5569195, ""lon"": 22.4008897}, {""lat"": 37.5568366, ""lon"": 22.4009407}]"
Unnamed Road,service,"[{""lat"": 37.5559206, ""lon"": 22.4063785}, {""lat"": 37.5558357, ""lon"": 22.4063802}, {""lat"": 37.5557698, ""lon"": 22.4063882}, {""lat"": 37.5557209, ""lon"": 22.4063748}, {""lat"": 37.5556911, ""lon"": 22.4063319}, {""lat"": 37.5556762, ""lon"": 22.4062568}, {""lat"": 37.5556656, ""lon"": 22.4061844}, {""lat"": 37.5556613, ""lon"": 22.4061281}, {""lat"": 37.5556443, ""lon"": 22.4060751}, {""lat"": 37.5556273, ""lon"": 22.4060523}, {""lat"": 37.5555981, ""lon"": 22.4060188}, {""lat"": 37.5555651, ""lon"": 22.4059927}, {""lat"": 37.5554296, ""lon"": 22.4059504}, {""lat"": 37.5553084, ""lon"": 22.4058914}, {""lat"": 37.5551132, ""lon"": 22.4057928}]"
Unnamed Road,track,"[{""lat"": 37.5600571, ""lon"": 22.4070454}, {""lat"": 37.5602269, ""lon"": 22.4070534}, {""lat"": 37.5604034, ""lon"": 22.4070789}, {""lat"": 37.5604778, ""lon"": 22.4070963}, {""lat"": 37.5606, ""lon"": 22.4071459}, {""lat"": 37.5607308, ""lon"": 22.4071942}, {""lat"": 37.560801, ""lon"": 22.4071956}, {""lat"": 37.5609109, ""lon"": 22.4071906}, {""lat"": 37.5610399, ""lon"": 22.4071766}, {""lat"": 37.5611544, ""lon"": 22.4071597}, {""lat"": 37.5612397, ""lon"": 22.407135}, {""lat"": 37.5612741, ""lon"": 22.4071337}, {""lat"": 37.5612993, ""lon"": 22.4071453}, {""lat"": 37.5613171, ""lon"": 22.4071721}, {""lat"": 37.5613288, ""lon"": 22.4072029}]"
Unnamed Road,track,"[{""lat"": 37.5522882, ""lon"": 22.4061441}, {""lat"": 37.5522542, ""lon"": 22.4063078}, {""lat"": 37.5522457, ""lon"": 22.4063963}, {""lat"": 37.5522457, ""lon"": 22.4064928}, {""lat"": 37.5522521, ""lon"": 22.4065813}, {""lat"": 37.5522627, ""lon"": 22.4066538}, {""lat"": 37.5522755, ""lon"": 22.4067825}, {""lat"": 37.5522904, ""lon"": 22.4069139}, {""lat"": 37.5523052, ""lon"": 22.4070051}, {""lat"": 37.5523201, ""lon"": 22.4070963}, {""lat"": 37.5523435, ""lon"": 22.4071607}, {""lat"": 37.5523839, ""lon"": 22.4072278}]"
Unnamed Road,track,"[{""lat"": 37.5487859, ""lon"": 22.4041338}, {""lat"": 37.5488242, ""lon"": 22.404158}, {""lat"": 37.5488646, ""lon"": 22.4041674}, {""lat"": 37.5489794, ""lon"": 22.4041848}, {""lat"": 37.5490453, ""lon"": 22.4041902}, {""lat"": 37.5490836, ""lon"": 22.4042076}, {""lat"": 37.549158, ""lon"": 22.4042492}, {""lat"": 37.5492569, ""lon"": 22.4043256}, {""lat"": 37.5493377, ""lon"": 22.4043564}, {""lat"": 37.5493707, ""lon"": 22.4043618}, {""lat"": 37.5494026, ""lon"": 22.4043712}, {""lat"": 37.5494313, ""lon"": 22.4043886}, {""lat"": 37.5494483, ""lon"": 22.4044061}, {""lat"": 37.5494749, ""lon"": 22.4044423}, {""lat"": 37.5494844, ""lon"": 22.4044718}, {""lat"": 37.5495908, ""lon"": 22.4047226}, {""lat"": 37.5496939, ""lon"": 22.4049747}, {""lat"": 37.5497683, ""lon"": 22.4052523}, {""lat"": 37.5499108, ""lon"": 22.4056345}, {""lat"": 37.5499427, ""lon"": 22.405715}, {""lat"": 37.5499746, ""lon"": 22.4057552}, {""lat"": 37.5500086, ""lon"": 22.4057847}, {""lat"": 37.5501213, ""lon"": 22.4058035}, {""lat"": 37.550553, ""lon"": 22.4057955}, {""lat"": 37.5506041, ""lon"": 22.4057874}, {""lat"": 37.5506615, ""lon"": 22.4057579}, {""lat"": 37.5507614, ""lon"": 22.4056721}, {""lat"": 37.550889, ""lon"": 22.4056104}, {""lat"": 37.5510208, ""lon"": 22.4055836}, {""lat"": 37.5511059, ""lon"": 22.4055675}, {""lat"": 37.5511825, ""lon"": 22.4055111}, {""lat"": 37.551276, ""lon"": 22.4054709}, {""lat"": 37.551393, ""lon"": 22.4054521}, {""lat"": 37.5516843, ""lon"": 22.4054065}, {""lat"": 37.5517736, ""lon"": 22.4053904}, {""lat"": 37.5518204, ""lon"": 22.4053904}, {""lat"": 37.5518651, ""lon"": 22.4054092}, {""lat"": 37.5519097, ""lon"": 22.4054602}, {""lat"": 37.5521096, ""lon"": 22.4058384}, {""lat"": 37.5521734, ""lon"": 22.4059644}, {""lat"": 37.5522053, ""lon"": 22.4060127}, {""lat"": 37.5522542, ""lon"": 22.406061}, {""lat"": 37.5522733, ""lon"": 22.4060985}, {""lat"": 37.5522882, ""lon"": 22.4061441}, {""lat"": 37.552301, ""lon"": 22.4062085}, {""lat"": 37.552318, ""lon"": 22.4063158}, {""lat"": 37.5523371, ""lon"": 22.4064016}, {""lat"": 37.5523541, ""lon"": 22.4064553}, {""lat"": 37.5523648, ""lon"": 22.4065009}, {""lat"": 37.5523669, ""lon"": 22.4065787}, {""lat"": 37.5523669, ""lon"": 22.4066162}, {""lat"": 37.5523584, ""lon"": 22.4066913}, {""lat"": 37.5523584, ""lon"": 22.4067906}, {""lat"": 37.5523839, ""lon"": 22.4070105}, {""lat"": 37.5523839, ""lon"": 22.4071553}, {""lat"": 37.5523839, ""lon"": 22.4072278}, {""lat"": 37.5523839, ""lon"": 22.4072707}, {""lat"": 37.5523839, ""lon"": 22.4074075}, {""lat"": 37.5523754, ""lon"": 22.4074987}, {""lat"": 37.5523563, ""lon"": 22.4075657}, {""lat"": 37.5523371, ""lon"": 22.4076971}, {""lat"": 37.5523222, ""lon"": 22.407783}, {""lat"": 37.5523222, ""lon"": 22.4078608}, {""lat"": 37.5523329, ""lon"": 22.4079627}, {""lat"": 37.5523435, ""lon"": 22.408137}, {""lat"": 37.5523408, ""lon"": 22.4083032}]"
Unnamed Road,track,"[{""lat"": 37.5493365, ""lon"": 22.4081056}, {""lat"": 37.5493186, ""lon"": 22.4079546}, {""lat"": 37.5492888, ""lon"": 22.4077722}, {""lat"": 37.5492782, ""lon"": 22.4075791}, {""lat"": 37.5492697, ""lon"": 22.4073565}, {""lat"": 37.5492601, ""lon"": 22.4071969}, {""lat"": 37.5492505, ""lon"": 22.4070212}, {""lat"": 37.5492314, ""lon"": 22.4066605}, {""lat"": 37.5492399, ""lon"": 22.4063721}, {""lat"": 37.5492622, ""lon"": 22.4060543}, {""lat"": 37.5492824, ""lon"": 22.4058035}, {""lat"": 37.5492962, ""lon"": 22.4055111}, {""lat"": 37.5493101, ""lon"": 22.4054199}, {""lat"": 37.5493303, ""lon"": 22.4053676}, {""lat"": 37.5493515, ""lon"": 22.4053287}, {""lat"": 37.549376, ""lon"": 22.4052899}, {""lat"": 37.5494026, ""lon"": 22.4052094}, {""lat"": 37.54941, ""lon"": 22.4051638}, {""lat"": 37.5494132, ""lon"": 22.4050847}, {""lat"": 37.5494717, ""lon"": 22.4045281}, {""lat"": 37.5494844, ""lon"": 22.4044718}]"
Unnamed Road,service,"[{""lat"": 37.5537848, ""lon"": 22.4081185}, {""lat"": 37.5537797, ""lon"": 22.4081765}, {""lat"": 37.5537872, ""lon"": 22.4082395}, {""lat"": 37.5538159, ""lon"": 22.408371}, {""lat"": 37.5538456, ""lon"": 22.4084407}, {""lat"": 37.5538711, ""lon"": 22.4084809}, {""lat"": 37.5538913, ""lon"": 22.4084917}, {""lat"": 37.5539332, ""lon"": 22.4085067}, {""lat"": 37.5540507, ""lon"": 22.408506}]"
Unnamed Road,service,"[{""lat"": 37.5486572, ""lon"": 22.391683}, {""lat"": 37.5486179, ""lon"": 22.3918627}, {""lat"": 37.5485559, ""lon"": 22.3920977}, {""lat"": 37.5484871, ""lon"": 22.3923589}, {""lat"": 37.5484307, ""lon"": 22.3925856}, {""lat"": 37.5484201, ""lon"": 22.3926379}, {""lat"": 37.5484095, ""lon"": 22.3926701}, {""lat"": 37.548402, ""lon"": 22.3926915}, {""lat"": 37.5483903, ""lon"": 22.3927103}, {""lat"": 37.5483712, ""lon"": 22.392725}, {""lat"": 37.5483489, ""lon"": 22.3927331}, {""lat"": 37.5483202, ""lon"": 22.3927438}, {""lat"": 37.5483021, ""lon"": 22.3927532}, {""lat"": 37.5482829, ""lon"": 22.392772}, {""lat"": 37.5482596, ""lon"": 22.3928002}, {""lat"": 37.5482351, ""lon"": 22.3928364}, {""lat"": 37.5482096, ""lon"": 22.3929021}, {""lat"": 37.5481181, ""lon"": 22.3932266}, {""lat"": 37.5480725, ""lon"": 22.3933929}]"
Unnamed Road,service,"[{""lat"": 37.5491633, ""lon"": 22.3927975}, {""lat"": 37.5490868, ""lon"": 22.3931327}, {""lat"": 37.5489879, ""lon"": 22.3934787}]"
Unnamed Road,service,"[{""lat"": 37.5506997, ""lon"": 22.3921001}, {""lat"": 37.5507306, ""lon"": 22.3921323}, {""lat"": 37.5507497, ""lon"": 22.3921658}, {""lat"": 37.5507657, ""lon"": 22.3922195}, {""lat"": 37.5507689, ""lon"": 22.3922476}, {""lat"": 37.5507625, ""lon"": 22.3922811}, {""lat"": 37.5507465, ""lon"": 22.3922892}, {""lat"": 37.5507263, ""lon"": 22.3922919}, {""lat"": 37.5507051, ""lon"": 22.3922919}, {""lat"": 37.5506795, ""lon"": 22.3922959}, {""lat"": 37.5506551, ""lon"": 22.3923053}, {""lat"": 37.550636, ""lon"": 22.3923187}, {""lat"": 37.5506221, ""lon"": 22.3923509}, {""lat"": 37.5506136, ""lon"": 22.3923804}, {""lat"": 37.5506041, ""lon"": 22.3924394}, {""lat"": 37.5505722, ""lon"": 22.3926634}, {""lat"": 37.5505147, ""lon"": 22.3930439}]"
Unnamed Road,service,"[{""lat"": 37.5527443, ""lon"": 22.3913692}, {""lat"": 37.5527008, ""lon"": 22.3914054}, {""lat"": 37.5526837, ""lon"": 22.3914282}, {""lat"": 37.5526795, ""lon"": 22.391459}, {""lat"": 37.5526795, ""lon"": 22.3914845}, {""lat"": 37.5526954, ""lon"": 22.3915623}, {""lat"": 37.5527412, ""lon"": 22.3916683}, {""lat"": 37.5527869, ""lon"": 22.3918587}, {""lat"": 37.5527934, ""lon"": 22.3918713}]"
Unnamed Road,track,"[{""lat"": 37.5489044, ""lon"": 22.4081993}, {""lat"": 37.5490347, ""lon"": 22.4085045}, {""lat"": 37.5490581, ""lon"": 22.4085823}, {""lat"": 37.5490645, ""lon"": 22.408644}, {""lat"": 37.5490645, ""lon"": 22.4087298}, {""lat"": 37.5490645, ""lon"": 22.4087995}, {""lat"": 37.5490751, ""lon"": 22.4088639}, {""lat"": 37.5490985, ""lon"": 22.4089363}, {""lat"": 37.5491176, ""lon"": 22.4090034}, {""lat"": 37.5491368, ""lon"": 22.4091187}, {""lat"": 37.5491516, ""lon"": 22.4092072}, {""lat"": 37.5492091, ""lon"": 22.4095505}, {""lat"": 37.5492266, ""lon"": 22.4096129}, {""lat"": 37.5492484, ""lon"": 22.4096578}, {""lat"": 37.5492766, ""lon"": 22.4097041}, {""lat"": 37.5493308, ""lon"": 22.4097624}, {""lat"": 37.5493978, ""lon"": 22.4098147}, {""lat"": 37.5494775, ""lon"": 22.409857}, {""lat"": 37.5495371, ""lon"": 22.4098885}, {""lat"": 37.5495791, ""lon"": 22.4099328}, {""lat"": 37.5496439, ""lon"": 22.4100025}]"
Unnamed Road,service,"[{""lat"": 37.5478697, ""lon"": 22.4088954}, {""lat"": 37.5479884, ""lon"": 22.4088961}, {""lat"": 37.5480884, ""lon"": 22.4089524}, {""lat"": 37.5481352, ""lon"": 22.408998}, {""lat"": 37.5481777, ""lon"": 22.4090677}, {""lat"": 37.5482266, ""lon"": 22.4091509}, {""lat"": 37.5482755, ""lon"": 22.4093252}]"
Unnamed Road,service,"[{""lat"": 37.5485288, ""lon"": 22.3984033}, {""lat"": 37.5484972, ""lon"": 22.3984591}, {""lat"": 37.5484707, ""lon"": 22.3984801}, {""lat"": 37.5484429, ""lon"": 22.3984846}, {""lat"": 37.5484157, ""lon"": 22.3984716}, {""lat"": 37.5483912, ""lon"": 22.3984386}, {""lat"": 37.5483549, ""lon"": 22.3983955}, {""lat"": 37.5483077, ""lon"": 22.3983622}, {""lat"": 37.548246, ""lon"": 22.398335}, {""lat"": 37.5481286, ""lon"": 22.3982852}, {""lat"": 37.5481037, ""lon"": 22.3982543}, {""lat"": 37.548096, ""lon"": 22.3982131}, {""lat"": 37.5481012, ""lon"": 22.398142}]"
Unnamed Road,service,"[{""lat"": 37.5489922, ""lon"": 22.3996921}, {""lat"": 37.548973, ""lon"": 22.3997163}, {""lat"": 37.5489502, ""lon"": 22.3997347}, {""lat"": 37.5489248, ""lon"": 22.3997466}, {""lat"": 37.5488979, ""lon"": 22.3997512}, {""lat"": 37.5488709, ""lon"": 22.3997484}, {""lat"": 37.5488402, ""lon"": 22.3997356}, {""lat"": 37.548813, ""lon"": 22.3997131}, {""lat"": 37.5487914, ""lon"": 22.3996827}, {""lat"": 37.5487767, ""lon"": 22.3996462}, {""lat"": 37.5487699, ""lon"": 22.3996063}]"
Unnamed Road,service,"[{""lat"": 37.5490023, ""lon"": 22.3987022}, {""lat"": 37.5489698, ""lon"": 22.3988579}, {""lat"": 37.5487699, ""lon"": 22.3996063}]"
Unnamed Road,service,"[{""lat"": 37.5492166, ""lon"": 22.3988264}, {""lat"": 37.549174, ""lon"": 22.3989665}, {""lat"": 37.5489922, ""lon"": 22.3996921}]"
Unnamed Road,residential,"[{""lat"": 37.5501275, ""lon"": 22.3975366}, {""lat"": 37.5500841, ""lon"": 22.397671}, {""lat"": 37.5500522, ""lon"": 22.3977716}, {""lat"": 37.5500363, ""lon"": 22.3978092}, {""lat"": 37.550014, ""lon"": 22.3978387}, {""lat"": 37.5499948, ""lon"": 22.397844}]"
Unnamed Road,residential,"[{""lat"": 37.5503535, ""lon"": 22.3976948}, {""lat"": 37.5502628, ""lon"": 22.3979312}, {""lat"": 37.5501777, ""lon"": 22.3981726}]"
Unnamed Road,track,"[{""lat"": 37.5564237, ""lon"": 22.4052151}, {""lat"": 37.5565134, ""lon"": 22.4053743}, {""lat"": 37.5565984, ""lon"": 22.4054709}, {""lat"": 37.5568238, ""lon"": 22.4055809}, {""lat"": 37.5569216, ""lon"": 22.4056479}, {""lat"": 37.5569811, ""lon"": 22.4056479}, {""lat"": 37.5570577, ""lon"": 22.4056318}, {""lat"": 37.5571045, ""lon"": 22.4056157}, {""lat"": 37.5571555, ""lon"": 22.4056131}, {""lat"": 37.5571895, ""lon"": 22.4056345}, {""lat"": 37.5572023, ""lon"": 22.4057204}, {""lat"": 37.557198, ""lon"": 22.4058196}, {""lat"": 37.5572002, ""lon"": 22.4060878}, {""lat"": 37.5571938, ""lon"": 22.406407}, {""lat"": 37.5572193, ""lon"": 22.4067476}, {""lat"": 37.5572469, ""lon"": 22.406871}, {""lat"": 37.5572725, ""lon"": 22.4069113}, {""lat"": 37.5572937, ""lon"": 22.4069568}, {""lat"": 37.557298, ""lon"": 22.4069971}, {""lat"": 37.5572831, ""lon"": 22.4070293}, {""lat"": 37.5572448, ""lon"": 22.4070561}, {""lat"": 37.5571768, ""lon"": 22.4070749}, {""lat"": 37.5571321, ""lon"": 22.4070963}, {""lat"": 37.5571002, ""lon"": 22.4071151}, {""lat"": 37.5570683, ""lon"": 22.4071687}, {""lat"": 37.5570471, ""lon"": 22.4072251}, {""lat"": 37.557013, ""lon"": 22.4072787}, {""lat"": 37.5569875, ""lon"": 22.4073082}, {""lat"": 37.5569663, ""lon"": 22.4073404}, {""lat"": 37.556945, ""lon"": 22.4073967}, {""lat"": 37.5569344, ""lon"": 22.4074933}, {""lat"": 37.5569578, ""lon"": 22.4075925}, {""lat"": 37.5569833, ""lon"": 22.4076596}, {""lat"": 37.5569897, ""lon"": 22.4077052}, {""lat"": 37.5569748, ""lon"": 22.407791}, {""lat"": 37.5569429, ""lon"": 22.4078286}, {""lat"": 37.556911, ""lon"": 22.4078473}, {""lat"": 37.5568791, ""lon"": 22.4078581}, {""lat"": 37.5568514, ""lon"": 22.4078768}, {""lat"": 37.5568259, ""lon"": 22.4079224}, {""lat"": 37.5568153, ""lon"": 22.4079949}, {""lat"": 37.5568047, ""lon"": 22.4080458}, {""lat"": 37.5567643, ""lon"": 22.4080968}, {""lat"": 37.5566941, ""lon"": 22.4081746}, {""lat"": 37.5566856, ""lon"": 22.408247}, {""lat"": 37.5566983, ""lon"": 22.408314}, {""lat"": 37.5566877, ""lon"": 22.408365}, {""lat"": 37.5566643, ""lon"": 22.4084213}, {""lat"": 37.5566388, ""lon"": 22.4084723}, {""lat"": 37.5566261, ""lon"": 22.4085849}, {""lat"": 37.5566197, ""lon"": 22.4087566}, {""lat"": 37.5566409, ""lon"": 22.4091428}, {""lat"": 37.5566728, ""lon"": 22.4097356}, {""lat"": 37.5566898, ""lon"": 22.4100067}]"
Unnamed Road,service,"[{""lat"": 37.558561, ""lon"": 22.4046689}, {""lat"": 37.5587162, ""lon"": 22.404516}, {""lat"": 37.5587502, ""lon"": 22.4044678}, {""lat"": 37.5587704, ""lon"": 22.4044302}, {""lat"": 37.5587832, ""lon"": 22.4043699}, {""lat"": 37.5587927, ""lon"": 22.4042921}, {""lat"": 37.5588108, ""lon"": 22.4041258}, {""lat"": 37.558831, ""lon"": 22.4039984}, {""lat"": 37.5588533, ""lon"": 22.4039112}, {""lat"": 37.5588949, ""lon"": 22.403841}]"
Unnamed Road,service,"[{""lat"": 37.5596155, ""lon"": 22.4032306}, {""lat"": 37.5595812, ""lon"": 22.40327}, {""lat"": 37.5595594, ""lon"": 22.403331}, {""lat"": 37.5594997, ""lon"": 22.4036859}, {""lat"": 37.5594061, ""lon"": 22.404178}]"
Unnamed Road,service,"[{""lat"": 37.5597527, ""lon"": 22.4050283}, {""lat"": 37.5596985, ""lon"": 22.4050646}, {""lat"": 37.5596284, ""lon"": 22.4051504}, {""lat"": 37.5595965, ""lon"": 22.4051719}, {""lat"": 37.559538, ""lon"": 22.405188}, {""lat"": 37.5595199, ""lon"": 22.405188}, {""lat"": 37.5594689, ""lon"": 22.4051705}, {""lat"": 37.5594455, ""lon"": 22.405141}, {""lat"": 37.5593711, ""lon"": 22.4049721}, {""lat"": 37.5593338, ""lon"": 22.4048976}]"
Unnamed Road,service,"[{""lat"": 37.5433456, ""lon"": 22.3965329}, {""lat"": 37.543316, ""lon"": 22.396689}, {""lat"": 37.5432715, ""lon"": 22.3968126}, {""lat"": 37.5431616, ""lon"": 22.3972304}, {""lat"": 37.5430619, ""lon"": 22.3976476}, {""lat"": 37.5430329, ""lon"": 22.3978042}, {""lat"": 37.5430196, ""lon"": 22.3979017}, {""lat"": 37.5430196, ""lon"": 22.3979688}, {""lat"": 37.5430196, ""lon"": 22.3980331}, {""lat"": 37.5430196, ""lon"": 22.3980734}, {""lat"": 37.5430068, ""lon"": 22.3981217}, {""lat"": 37.5429898, ""lon"": 22.3981538}, {""lat"": 37.5429643, ""lon"": 22.3981699}, {""lat"": 37.5429175, ""lon"": 22.3981807}, {""lat"": 37.5428792, ""lon"": 22.3981887}]"
Unnamed Road,service,"[{""lat"": 37.5564496, ""lon"": 22.4080914}, {""lat"": 37.5563999, ""lon"": 22.4081387}, {""lat"": 37.5563459, ""lon"": 22.4081776}, {""lat"": 37.5562884, ""lon"": 22.4082076}, {""lat"": 37.5562284, ""lon"": 22.4082281}, {""lat"": 37.5561668, ""lon"": 22.4082389}, {""lat"": 37.5561034, ""lon"": 22.4082398}, {""lat"": 37.5560405, ""lon"": 22.4082303}, {""lat"": 37.5559791, ""lon"": 22.4082106}, {""lat"": 37.5559202, ""lon"": 22.4081812}, {""lat"": 37.5558648, ""lon"": 22.4081424}]"
Unnamed Road,service,"[{""lat"": 37.5564496, ""lon"": 22.4080914}, {""lat"": 37.5564326, ""lon"": 22.407622}, {""lat"": 37.5564113, ""lon"": 22.4071553}]"
Unnamed Road,service,"[{""lat"": 37.5564113, ""lon"": 22.4071553}, {""lat"": 37.5563053, ""lon"": 22.4071055}, {""lat"": 37.5562374, ""lon"": 22.4070927}, {""lat"": 37.5561689, ""lon"": 22.4070883}, {""lat"": 37.5560998, ""lon"": 22.4070924}, {""lat"": 37.5560314, ""lon"": 22.4071051}, {""lat"": 37.5559643, ""lon"": 22.4071262}, {""lat"": 37.5558992, ""lon"": 22.4071555}, {""lat"": 37.5558367, ""lon"": 22.4071927}]"
Unnamed Road,service,"[{""lat"": 37.5558648, ""lon"": 22.4081424}, {""lat"": 37.5558499, ""lon"": 22.4077749}, {""lat"": 37.5558367, ""lon"": 22.4071927}, {""lat"": 37.5558308, ""lon"": 22.4069327}, {""lat"": 37.5557957, ""lon"": 22.4067637}]"
